Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1737681,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1737693,Training Environment password reset,Access & Security,Authentication,Medium,Matched token 'password' among multiple possible matches.,No
CS1737732,FW: Overdue invoices - 98068 WORC ROYAL HOSP (Worcs Acute Hosp NHST),Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1737744,We have a corrupt EDI file when completing EDI transfer into Ascribe.,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1737906,TIE Downtime and testing of message numbers,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1737938,"2 new users on Medecator Plus, are unable to access Returns,",Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1738145,patient banner has disappeared,Access & Security,User Access,High,Matched token 'access' in text.,No
CS1738244,Delivery notes to be purged,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1738259,rep[orts failed overnight,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1738386,Access to PCHSRS01 server,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1738390,ePMA - Patient stuck in clinical checking,Workflow & Process,Workflow Issue,High,Matched token 'stuck' in text.,No
CS1738423,Change Location Code,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1738474,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1738569,Ascribe working very slow,Performance & Availability,Performance,High,Matched token 'slow' in text.,No
CS1738582,Ward stock interface issue,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1738585,Issue with ascribe in CTD only 2 PCs working and not at usual speed,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1738613,Delivery note for ward THE is not clearing after printing,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1738647,Failure sending mail: An internal error occurred on the report server. See the e,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1738697,Patient merge in EMIS,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1738720,Product Lookup Code,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1739062,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1739065,Secure Remote Access,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1739248,Issue with SSRS administration report,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1739483,Audit Log Viewer,Access & Security,Audit & Compliance,Medium,Matched token 'audit' among multiple possible matches.,No
CS1739497,Unable to administer Drugs on PT S005930,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1739712,Change Residing Location,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1739713,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1739719,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1739761,EMIS,Access & Security,Audit & Compliance,Medium,Matched token 'audit' among multiple possible matches.,No
CS1739810,[The job failed.] SQL Server Job System: 'ePMA Reporting 10.22',Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1739846,SQL Agent job failure,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1739895,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1739981,Administrator role unavailable to all Admis after new Role testing,Access & Security,User Access,High,Matched token 'permission' in text.,No
CS1740030,Location Editor Error,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1740162,Unable to administer paracetamol for patient,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1740191,Error message,Access & Security,User Access,Medium,Matched token 'permission' among multiple possible matches.,No
CS1740340,search and delete,Configuration & Administration,Configuration Change,Medium,Matched token 'config' among multiple possible matches.,No
CS1740361,"EMIS Ascribe Reporting for Bury, Rochdale and Oldham are not working",Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1740414,Process for Updating the Testing System with Live System Data,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1740516,EIE pas interface has a muild up of messages,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1740523,Nursing desktop is down,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1740688,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1740696,User has locked patient PMR,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1740706,Critical medicine locked by another user,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1740746,W transaction,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1740816,Unable to Merge episodes,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1740894,Query - Unknown Consultant,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1740952,slow response from ascribe on laptop,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1740975,Long running SPID causing system to crash,Access & Security,Authentication,Medium,Matched token 'login' among multiple possible matches.,No
CS1741043,Unable to run stock take,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1741277,ePMA - Outage Investigation,Performance & Availability,Availability,Medium,Matched token 'outage' among multiple possible matches.,No
CS1741305,EPMA Record Locked,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1741344,Free format label,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1741460,in relation to CS1694944/ePMA Business Continuity Plan,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1741709,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1741736,VAT needs changing from zero to 20%,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1741914,Requisition Reference,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1741985,Question: Can we report when ward stock lists have been reviewed,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1741997,Wrong Label View,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1742097,Minimum stock levels,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1742100,How will Optum meet labelling requirements?,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1742135,Patients not showing on the correct wards,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1742176,request for any penicillamine allergies,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1742221,additional patient,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1742339,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1742523,Has Windows 11 created an issue with installing 10.21 on to devices?,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1742711,Urgent - Suppliers to be removed from Genfin exclusion list,Data Management,Data Recovery,Medium,Matched token 'deleted' among multiple possible matches.,No
CS1742776,Unable to administer drugs,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1742926,Stock Take Form change requested,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1742945,Nurse Locked In Dose,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1742992,Urgent - Suppliers to be removed from Genfin exclusion list,Integration & Interfaces,Third-Party Systems,High,Matched token 'pic' in text.,No
CS1743026,Stocklist - Prints label,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
