Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1730415,FW: Sample ECDS 4 File,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1730537,Uncoded episodes on SUS,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1730654,GP Reporting results not being received around 27/01/2026?,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1730890,ECDS (CDS) v4 submission,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1731352,FW: Urgent reminder: Using remote file directories in Bitvise,Access & Security,Security Concern,High,Case involves suspected security vulnerability or unauthorised access investigation.,No
CS1731410,Emails not being received,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1731665,Query regarding moving patient documents - related to case number CS1684876,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1731700,RE: Email notification issue,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1731920,ECDS and CDS Query,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1732431,ECDSV4 Test File,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1732790,Trading partner - results hanging in Sent since change,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1732992,Patient name changes breaks report trending / charting,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1733762,Patient Demographics,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1734035,Delay in OPA resubmission confirmation,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1734283,report not coded correctly,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1734307,TGH-PO7-TQUESTD has less than 5GBs of space on the D drive,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1734615,server Stg1OctQuest01  disk space D: is full,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1734637,Getting an error message: Authentication Aborted -No Authentication methods,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1734870,Create SWLP IT new member Optum service desk portal access.,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1734878,RFH Keystone server was patched last night. No results seem to be sending,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1734968,Review results are not updated since 20:00 12/02/2026 following patching,Service Requests,New Request,Medium,"Case represents a service request for creation, test setup, or system updates.",No
CS1737274,Meadco licence renewal,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1737549,Stuck Messages,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1737834,Keystone - All messages stuck at Sending since around 5am today,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1737873,Duplicate patient id report,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1738124,reports showing as sending,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1738435,Missing processing result email for ECDS from 18th Feb 2026,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1738675,Incorrect Sample Date/Time of Collection and Receipt,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1739401,Notification of submission not received,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1739738,F Drive is full,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1739809,Export of tQuest Admin,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1739906,Not Acknowledged Status,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1740032,DPM inactivity Monitor,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1740037,Error Message in Keystone,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1740333,Microbiology report failures: Test reports contains >34650 characters,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1741203,Requests - View Icon Display,Configuration & Administration,Configuration Change,High,"Case involves specimen/label printing, printer configuration, forms, or templates.",No
CS1741337,Keystone,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1742354,Advice how to import,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1742366,Radiology ASTM interface,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1742536,New user Accounts,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1742680,Reports not amended,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1743048,Dr is not auto loading into the request form,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
